?,11.411
?,10.331
?,9.252
?,8.586
?,7.918
?,7.830
?,6.199
?,5.399
?,4.416
?,4.286
?,4.014
?,3.974
?,3.358
?,2.732
?,2.147
?,1.749
?,1.727
?,1.178
?,1.120
?,0.812
?,0.682
?,0.402
?,0.345
?,0.133
